year,month,day,hour,minute,second,pulse,spo2
2024,11,6,16,19,51,500,500
2024,11,6,16,19,55,500,500
2024,11,6,16,19,59,134,95
2024,11,6,16,20,3,131,97
2024,11,6,16,20,7,131,97
2024,11,6,16,20,11,131,97
2024,11,6,16,20,15,131,98
2024,11,6,16,20,19,131,98
2024,11,6,16,20,23,131,98
2024,11,6,16,20,27,131,98
2024,11,6,16,20,31,131,98
2024,11,6,16,20,35,131,98
2024,11,6,16,20,39,131,97
2024,11,6,16,20,43,130,97
2024,11,6,16,20,47,130,96
2024,11,6,16,20,51,129,95
2024,11,6,16,20,55,131,98
2024,11,6,16,20,59,135,98
2024,11,6,16,21,3,134,99
2024,11,6,16,21,7,132,99
2024,11,6,16,21,11,132,99
2024,11,6,16,21,15,131,99
2024,11,6,16,21,19,133,99
2024,11,6,16,21,23,129,99
2024,11,6,16,21,27,133,99
2024,11,6,16,21,31,133,99
2024,11,6,16,21,35,132,99
2024,11,6,16,21,39,112,98
2024,11,6,16,21,43,124,98
2024,11,6,16,21,47,126,98
2024,11,6,16,21,51,124,99
2024,11,6,16,21,55,122,99
2024,11,6,16,21,59,122,99
2024,11,6,16,22,3,122,98
2024,11,6,16,22,7,123,99
2024,11,6,16,22,11,123,99
2024,11,6,16,22,15,124,99
2024,11,6,16,22,19,123,99
2024,11,6,16,22,23,121,99
2024,11,6,16,22,27,117,99
2024,11,6,16,22,31,114,99
2024,11,6,16,22,35,119,99
2024,11,6,16,22,39,121,99
2024,11,6,16,22,43,121,99
2024,11,6,16,22,47,121,99
2024,11,6,16,22,51,120,99
2024,11,6,16,22,55,119,99
2024,11,6,16,22,59,119,99
2024,11,6,16,23,3,119,99
2024,11,6,16,23,7,108,100
2024,11,6,16,23,11,84,99
2024,11,6,16,23,15,75,99
2024,11,6,16,23,19,84,99
2024,11,6,16,23,23,78,99
2024,11,6,16,23,27,99,99
2024,11,6,16,23,31,118,99
2024,11,6,16,23,35,129,99
2024,11,6,16,23,39,129,98
2024,11,6,16,23,43,130,99
2024,11,6,16,23,47,125,99
