year,month,day,hour,minute,second,pulse,spo2
2024,8,15,14,59,8,500,500
2024,8,15,14,59,12,500,500
2024,8,15,14,59,16,122,98
2024,8,15,14,59,20,126,98
2024,8,15,14,59,24,125,98
2024,8,15,14,59,28,125,98
2024,8,15,14,59,32,125,98
2024,8,15,14,59,36,121,98
2024,8,15,14,59,40,121,98
2024,8,15,14,59,44,115,98
2024,8,15,14,59,48,113,98
2024,8,15,14,59,52,113,98
2024,8,15,14,59,56,112,98
2024,8,15,15,0,0,112,98
2024,8,15,15,0,4,112,98
2024,8,15,15,0,8,114,98
2024,8,15,15,0,12,116,98
2024,8,15,15,0,16,114,98
2024,8,15,15,0,20,115,98
2024,8,15,15,0,24,114,98
2024,8,15,15,0,28,116,98
2024,8,15,15,0,32,116,98
2024,8,15,15,0,36,120,98
2024,8,15,15,0,40,120,98
2024,8,15,15,0,44,120,98
2024,8,15,15,0,48,123,98
2024,8,15,15,0,52,113,98
2024,8,15,15,0,56,117,98
2024,8,15,15,1,0,120,98
2024,8,15,15,1,4,121,98
2024,8,15,15,1,8,125,98
2024,8,15,15,1,12,124,98
2024,8,15,15,1,16,117,98
2024,8,15,15,1,20,116,98
2024,8,15,15,1,24,116,98
2024,8,15,15,1,28,122,98
2024,8,15,15,1,32,127,98
2024,8,15,15,1,36,127,98
2024,8,15,15,1,40,130,98
2024,8,15,15,1,44,128,98
2024,8,15,15,1,48,125,98
2024,8,15,15,1,52,122,98
2024,8,15,15,1,56,120,98
2024,8,15,15,2,0,125,98
2024,8,15,15,2,4,129,98
2024,8,15,15,2,8,129,97
2024,8,15,15,2,12,129,98
2024,8,15,15,2,16,127,98
2024,8,15,15,2,20,125,98
2024,8,15,15,2,24,125,98
2024,8,15,15,2,28,124,98
2024,8,15,15,2,32,124,98
2024,8,15,15,2,36,126,98
2024,8,15,15,2,40,126,98
2024,8,15,15,2,44,125,98
2024,8,15,15,2,48,125,98
2024,8,15,15,2,52,127,98
2024,8,15,15,2,56,127,98
2024,8,15,15,3,0,127,98
2024,8,15,15,3,4,127,98
2024,8,15,15,3,8,122,98
2024,8,15,15,3,12,118,98
2024,8,15,15,3,16,119,98
2024,8,15,15,3,20,113,98
2024,8,15,15,3,24,113,98
